s_0015,   6,8,2,b,    6,21,1,y,   7,10,2,y,   7,19,2,y,   8,12,2,b,   8,16,3,b,   9,14,2,y,   10,10,4,b,  10,16,4,b,  11,9,1,y,   11,20,1,y,  12,8,1,b, 1,32,1,b
s_0016,   1,7,2,y,    2,2,1,y,    3,15,1,y,   5,31,2,y,   6,18,3,b,   8,4,4,b,    9,3,1,y,    9,18,2,b,   9,24,2,b,   10,31,1,b,  12,13,2,y,  16,13,4,b,    1,32,1,b
s_0017,   3,9,2,y,    4,19,2,b,   5,4,4,b,    5,13,2,b,   6,24,1,y,   8,16,1,y,   9,11,1,b,   9,23,2,y,   12,30,2,y,  13,18,3,b,  14,3,4,b,   15,13,1,y,    1,32,1,b
s_0018,   5,16,2,y,   6,16,2,b,   7,16,1,y,   8,16,1,y,   9,16,2,y,   10,16,2,b,  11,16,1,y,  12,16,1,b,  13,16,2,y,  14,16,4,b,  15,16,3,b,  16,16,4,b,    1,32,1,b
s_0019,   2,1,4,b,    2,6,2,y,    2,9,3,b,    2,13,1,y,   2,15,1,b,   2,17,1,y,   2,19,4,b,   2,24,1,y,   2,26,2,b,   2,29,2,y,   3,4,2,b,    3,8,2,y,  1,32,1,b
s_0020,   1,10,4,b,   3,15,1,y,   3,17,1,y,   3,19,1,y,   4,5,1,b,    4,24,4,b,   5,23,2,b,   6,6,2,y,    6,28,2,y,   7,2,2,y,    10,8,2,b,   12,7,3,b, 1,32,1,b
s_0021,   1,13,2,y,   2,28,1,y,   3,19,2,b,   7,16,4,b,   7,23,3,b,   8,3,4,b,    9,10,1,y,   10,31,1,y,  12,4,2,y,   12,12,2,b,  12,22,2,y,  12,24,1,b,    1,32,1,b
s_0022,   3,11,3,b,   5,7,1,b,    5,25,4,b,   6,18,2,b,   8,4,2,y,    9,9,1,y,    9,21,1,y,   9,25,2,y,   11,14,1,y,  13,8,2,b,   14,4,2,y,   15,21,4,b,    1,32,1,b
s_0023,   2,5,4,b,    3,4,1,y,    3,19,1,y,   6,28,2,y,   7,12,2,b,   8,20,2,y,   9,1,4,b,    11,24,2,b,  11,28,1,b,  12,7,3,b,   14,16,1,y,  16,3,2,y, 1,32,1,b
s_0024,   1,12,4,b,   2,22,4,y,   3,7,3,b,    3,19,1,y,   8,22,2,b,   9,24,4,b,   11,2,1,b,   12,7,1,y,   12,22,2,b,  12,24,2,y,  13,10,1,y,    1,32,1,b
s_0025,   2,18,2,y,   3,3,1,y,    4,13,3,b,   4,23,4,b,   6,1,2,b,    6,10,1,y,   7,5,2,y,    8,19,1,y,   11,5,2,y,   11,10,4,b,  13,17,2,b,  16,12,1,b,    1,32,1,b
s_0026,   2,16,2,y,   3,8,3,b,    4,19,2,y,   4,26,2,b,   7,6,1,y,    7,12,1,y,   7,22,2,b,   9,14,4,b,   10,24,2,y,  11,16,1,b,  13,6,1,y,   15,18,4,b,    1,32,1,b
s_0027,   2,1,2,y,    2,5,2,b,    2,11,1,y,   2,16,2,y,   2,21,2,b,   2,25,1,y,   16,6,3,b,   16,11,2,y,  16,16,4,b,  16,22,1,b,  16,26,1,y,  16,28,4,b,    1,32,1,b
s_0028,   1,6,2,y,    1,20,4,b,   4,19,2,b,   4,29,2,b,   6,6,3,b,    6,12,1,y,   6,27,1,y,   8,29,2,y,   9,23,2,y,   12,15,1,y,  13,8,1,b,   16,10,4,b,    1,32,1,b
s_0029,   6,9,2,b,    6,20,1,y,   7,9,3,b,    7,20,1,y,   8,8,4,b,    8,20,2,y,   9,8,4,b,    9,20,2,y,   10,9,2,b,   10,20,2,y,  11,9,1,b,   11,20,1,y,    1,32,1,b
s_0030,   2,14,2,y,   4,5,4,b,    5,23,2,b,   6,2,1,b,    7,9,1,y,    7,26,1,y,   9,9,4,b,    9,18,2,y,   12,7,2,y,   13,5,1,y,   13,14,2,b,  14,22,3,b,    1,32,1,b
s_0031,   2,2,1,y,    2,9,3,b,    3,18,2,y,   5,24,2,b,   5,31,2,y,   6,7,1,y,    8,25,4,b,   9,3,1,y,    9,24,2,b,   13,7,2,y,   13,27,1,b,   15,19,4,b,   1,32,1,b
s_0032,   2,9,1,b,    5,9,1,y,    6,1,4,b,    6,16,1,y,   7,23,2,y,   8,19,1,y,   8,31,2,b,   9,11,4,b,   11,8,2,b,   11,29,3,b,  12,19,2,y,  15,3,2,y, 1,32,1,b
s_0033,   1,2,1,y,    1,11,2,y,   3,19,2,y,   4,4,3,b,    6,10,4,b,   7,10,4,b,   9,21,2,b,   10,5,2,b,   10,12,1,y,  13,30,1,y,  15,26,1,b,  16,12,2,y,    1,32,1,b
s_0034,   1,13,2,y,   2,28,1,y,   3,3,1,b,    4,19,3,b,   5,7,2,b,    8,3,4,b,    8,17,2,y,   9,10,1,y,   9,12,2,y,   12,27,4,b,  15,8,1,y,   15,17,2,b,    1,32,1,b
s_0035,   1,3,1,y,    1,13,2,y,   4,22,4,b,   4,31,2,b,   5,1,3,b,    5,6,1,b,    6,17,2,y,   7,12,1,y,   8,20,1,y,   8,29,2,b,   13,22,2,y,  16,10,4,b,    1,32,1,b
s_0036,   1,1,2,y,    4,1,1,y,    4,31,2,b,   7,1,1,y,    6,32,1,b,   10,1,2,y,   8,31,2,b,   13,1,3,b,   10,29,4,b,  16,1,4,b,   12,32,1,y,  14,31,2,y,    1,32,1,b
s_0037,   2,24,4,b,   3,4,1,y,    3,19,1,y,   4,5,1,b,    6,14,2,b,   6,28,2,y,   7,2,2,y,    7,12,2,b,   8,20,2,y,   11,16,4,b,  12,7,3,b,   14,16,1,y,    1,32,1,b
s_0038,   1,2,1,y,    1,22,2,b,   3,19,2,y,   4,4,3,b,    7,12,2,y,   8,22,2,b,   8,31,1,y,   9,9,1,b,    13,1,4,b,   13,17,4,b,  13,30,1,y,  16,12,2,y,    1,32,1,b
s_0039,   5,13,4,b,   5,17,1,y,   6,11,2,y,   6,16,2,b,   7,12,2,y,   7,14,2,b,   7,16,2,y,   8,13,1,y,   8,16,4,b,   9,13,3,b,   10,12,1,b,  10,13,1,y,    1,32,1,b
s_0040,   5,8,2,b,    6,10,2,y,   7,12,1,b,   8,13,2,y,   9,11,2,b,   10,8,3,b,   5,20,2,y,   6,19,1,y,   7,15,4,b,   9,15,4,b,   10,19,1,y,  11,20,1,y,    1,32,1,b
s_0041,   3,24,4,b,   4,6,2,y,    5,6,1,y,    5,13,2,b,   4,19,2,b,   5,19,2,y,   8,11,1,y,   9,11,1,b,   8,23,3,b,   9,23,2,y,   11,5,1,y,   12,2,4,b, 1,32,1,b
s_0042,   1,24,2,b,   2,2,1,y,    3,6,4,b,    6,16,2,b,   7,4,2,y,    8,23,3,b,   10,25,1,y,  11,1,1,b,   11,6,2,y,   12,12,2,y,  14,29,4,b,  15,20,1,y,    1,32,1,b
s_0043,   6,9,1,y,    7,9,3,b,    8,9,2,y,    9,8,4,b,    10,9,2,y,   11,9,1,b,   6,20,2,b,   7,20,1,y,   8,20,4,b,   9,20,2,y,   10,19,2,b,   11,20,1,y,   1,32,1,b
s_0044,   8,2,16,b,   8,18,9,y, 1,32,1,b
s_0045,   1,13,2,y,   2,28,1,y,   4,20,3,b,   6,6,4,b,    6,26,2,y,   7,27,2,b,   8,3,4,b,    9,12,2,y,   10,31,1,y,  12,4,1,b,   14,22,2,b,  15,8,1,y, 1,32,1,b
s_0046,   1,8,4,b,    1,22,1,b,   2,2,1,y,    3,29,4,b,   5,31,2,y,   6,18,2,y,   9,25,2,b,   10,30,3,b,  11,12,1,y,  15,8,1,y,   15,25,2,y,  16,18,2,b,    1,32,1,b
s_0047,   3,11,1,y,   4,15,4,b,   5,22,2,y,   9,25,4,b,   11,24,1,y,  12,21,2,b,  13,18,2,y,  13,13,3,b,  11,10,2,y,  9,7,2,b,    7,5,1,y,    5,7,1,b,  1,32,1,b
s_0048,   16,1,1,y,   16,3,1,y,   16,5,1,y,   16,7,2,y,   15,9,1,b,   16,10,4,b,  16,15,3,b,  16,19,2,y,  15,21,2,b,  16,22,2,b,  16,25,4,b,  16,30,2,y,    1,32,1,b
s_0049,   5,3,2,b,    5,5,2,y,    5,7,1,b,    5,8,1,y,    5,9,4,b,    5,13,2,y,   5,15,2,b,   5,17,2,y,   5,19,4,b,   5,23,1,y,   5,24,3,b,   5,27,1,y, 1,32,1,b
s_0050,   3,18,2,b,   3,23,4,b,   4,8,1,y,    5,25,4,b,   7,7,1,b,    8,30,2,y,   9,14,3,b,   10,4,1,y,   10,9,2,b,   13,9,1,y,   13,16,2,y,  16,20,2,y,    1,32,1,b
s_0051,   1,3,1,y,    1,13,4,b,   2,24,2,y,   4,10,4,b,   4,31,2,b,   8,20,1,y,   9,28,3,b,   10,9,2,y,   11,2,1,b,   11,3,1,y,   11,10,2,y,  16,27,2,b,    1,32,1,b
s_0052,   3,4,2,y,    3,7,4,b,    5,4,1,y,    5,10,1,y,   6,7,1,y,    7,3,2,y,    7,10,3,b,   10,3,2,b,   10,7,1,b,   10,10,2,b,  13,4,4,b,   13,9,2,y, 1,32,1,b
s_0053,   1,8,4,b,    1,22,1,b,   4,2,2,b,    5,11,2,y,   5,25,3,b,   8,20,1,y,   11,8,1,y,   11,29,4,b,  13,1,2,b,   14,2,1,y,   15,25,2,y,  16,31,2,y,    1,32,1,b
s_0054,   2,10,2,y,   3,19,1,y,   5,6,3,b,    6,7,1,y,    6,13,1,b,   7,11,4,b,   9,15,2,y,   9,31,2,b,   10,23,1,y,  11,20,4,b,  14,28,2,y,  16,21,2,b,    1,32,1,b
s_0055,   2,5,2,b,    3,4,1,y,    4,5,2,y,    3,19,3,y,   6,13,1,b,   6,14,2,y,   10,7,4,b,   10,15,1,y,  12,7,3,b,   11,29,2,b,  15,19,4,b,    1,32,1,b
s_0056,   1,12,2,y,   4,22,4,b,   4,31,2,b,   5,6,1,b,    7,3,1,y,    7,12,1,y,   8,1,2,b,    8,20,1,y,   12,28,3,b,  14,11,2,y,  16,2,2,y,   16,19,4,b,    1,32,1,b
s_0057,   4,15,2,b,   5,13,2,y,   5,17,2,y,   6,14,4,b,   7,14,1,y,   7,17,1,y,   8,14,4,b,   9,15,2,y,   10,15,2,b,  11,14,3,b,  12,15,1,b,  12,17,1,y,    1,32,1,b
s_0058,   2,3,2,b,    5,6,1,b,    7,3,1,y,    10,6,2,y,   16,2,2,y,   10,12,2,b,  16,14,2,y,  1,18,1,y,   8,20,1,y,   1,24,3,b,   9,29,4,b,   16,28,4,b,    1,32,1,b
s_0059,   2,1,2,y,    15,2,1,y,   5,4,1,y,    10,4,1,y,   15,6,2,y,   7,7,1,b,    10,8,3,b,   14,9,2,y,   2,11,2,b,   5,11,4,b,   8,11,4,b,   14,13,2,b,    1,32,1,b
s_0060,   2,1,2,y,    2,24,2,y,   4,10,4,b,   8,14,2,b,   8,20,1,y,   9,28,3,b,   10,9,2,y,   11,2,1,b,   11,3,1,y,   12,22,2,b,  15,11,1,y,  15,22,4,b,    1,32,1,b
s_0061,   1,1,3,b,    4,22,4,b,   4,31,2,b,   5,6,1,b,    7,3,1,y,    7,12,1,y,   8,20,1,y,   8,29,2,b,   10,14,4,b,  11,5,2,y,   14,11,2,y,  13,22,2,y,    1,32,1,b
s_0062,   3,3,1,y,    3,5,2,b,    3,8,1,b,    11,7,2,y,   11,10,4,b,  11,15,1,y,  11,17,3,b,  11,21,2,y,  7,18,2,y,   7,21,2,b,   7,24,1,y,   7,26,4,b, 1,32,1,b
s_0063,   1,8,4,b,    1,22,1,b,   4,2,2,b,    5,11,2,y,   5,31,2,y,   8,5,1,y,    10,15,2,b,  11,8,1,y,   11,29,4,b,  14,2,1,y,   16,12,3,b,  15,25,2,y,    1,32,1,b
s_0064,   1,9,2,y,    3,19,1,y,   3,25,2,b,   5,30,2,b,   6,6,2,y,    6,13,1,b,   8,10,1,y,   9,15,2,y,   9,18,4,b,   10,23,1,y,  10,29,4,b,  11,7,3,b, 1,32,1,b
s_0065,   2,1,2,b,    4,6,1,y,    4,24,4,b,   8,5,2,y,    10,8,6,b,   10,30,2,y,  11,30,1,b,  12,7,3,b,   12,22,1,y,  13,19,2,y,  14,17,1,y,    1,32,1,b
s_0066,   4,5,1,y,    5,5,1,b,    12,6,2,y,   13,6,1,y,   7,12,2,b,   8,10,4,b,   12,15,4,b,  13,18,1,y,  4,19,2,b,   5,19,2,y,   8,23,3,b,   9,23,2,y, 1,32,1,b
s_0067,   3,19,3,b,   5,3,1,y,    6,2,2,b,    8,28,1,y,   10,19,2,y,  11,9,1,y,   11,17,3,b,  13,4,4,b,   14,15,4,b,  15,2,2,y,   15,15,2,y,    1,32,1,b
s_0068,   1,12,4,b,   2,1,2,y,    2,24,2,y,   3,19,1,y,   5,27,2,b,   7,6,1,b,    7,28,4,b,   11,3,3,y,   12,22,2,b,  13,10,1,y,  16,30,3,b,    1,32,1,b
s_0069,   5,21,1,y,   6,18,2,b,   7,16,2,y,   8,12,3,b,   9,9,2,y,    11,7,1,b,   12,9,1,y,   13,10,4,b,  12,15,2,y,  11,18,4,b,  9,21,1,y,   7,23,2,b, 1,32,1,b
s_0070,   1,24,2,b,   2,2,1,y,    2,14,4,b,   4,26,2,y,   6,16,2,b,   7,4,2,y,    8,23,3,b,   10,25,1,y,  11,1,1,b,   11,6,2,y,   13,29,4,b,  15,20,1,y,    1,32,1,b
s_0071,   1,2,4,b,    2,22,4,y,   3,19,1,y,   5,5,4,b,    5,29,4,b,   9,3,1,y,    9,15,2,y,   9,31,2,b,   13,4,1,y,   16,21,2,b,    1,32,1,b
s_0072,   1,1,1,y,    2,13,1,y,   2,25,4,b,   3,24,3,b,   5,15,2,y,   5,32,1,b,   7,1,4,b,    7,12,1,y,   9,7,2,y,    10,5,2,b,   13,12,2,b,  14,28,2,y,    1,32,1,b
s_0073,   2,2,1,y,    2,9,3,b,    3,29,4,b,   5,31,2,y,   6,7,1,y,    7,13,2,b,   8,3,2,y,    10,19,4,b,  11,12,1,y,  13,30,1,b,  14,4,2,y,   16,18,2,b,    1,32,1,b
s_0074,   1,9,2,y,    1,13,2,b,   3,3,1,b,    3,20,2,b,   6,9,2,y,    6,31,1,y,   7,19,2,y,   9,10,1,y,   10,25,1,y,  12,12,3,b,  14,29,4,b,  16,7,4,b, 1,32,1,b
s_0075,   2,2,1,y,    2,6,2,y,    2,14,4,b,   5,16,1,y,   5,22,4,b,   6,1,2,b,    8,23,3,b,   10,7,2,b,   11,1,1,b,   15,5,2,y,   15,11,1,y,  15,16,2,y,    1,32,1,b
s_0076,   1,25,2,y,   2,2,1,y,    3,15,1,y,   4,12,2,b,   5,21,2,y,   8,31,2,y,   11,21,1,y,  13,10,5,b,  14,3,3,b,   15,19,4,b,  16,31,2,b,    1,32,1,b
s_0077,   2,13,1,y,   3,13,1,y,   3,19,2,y,   4,4,3,b,    6,23,2,b,   7,12,2,y,   9,9,1,b,    10,15,1,y,  11,3,4,b,   11,14,2,y,  13,17,4,b,  13,23,2,b,    1,32,1,b
s_0078,   1,2,3,b,    1,13,2,y,   2,28,1,y,   3,19,2,b,   6,1,1,y,    7,27,2,b,   8,3,4,b,    10,31,1,y,  12,12,4,b,  13,4,2,y,   13,22,2,y,  13,24,1,b,    1,32,1,b
s_0079,   1,6,3,b,    1,25,2,y,   2,2,1,y,    3,15,1,y,   4,12,2,b,   5,21,2,y,   5,26,4,b,   6,1,2,b,    10,31,1,b,  11,21,1,y,  15,19,4,b,  16,4,2,y, 1,32,1,b
s_0080,   1,13,2,y,   2,4,4,b,    2,24,2,y,   3,19,2,b,   5,32,1,b,   6,3,1,y,    7,12,1,y,   7,23,3,b,   10,31,1,y,  12,15,4,b,  13,4,2,y,   13,12,2,b,    1,32,1,b
s_0081,   2,15,4,b,   4,8,1,y,    5,2,1,b,    5,23,2,b,   7,14,3,b,   8,23,2,y,   8,30,2,y,   10,4,1,y,   12,8,4,b,   14,17,1,y,  14,22,2,y,  15,4,2,b, 1,32,1,b
s_0082,   7,14,2,b,   8,14,1,y,   9,13,2,y,   10,14,3,b,  11,13,2,y,  8,16,4,b,   9,16,1,y,   11,16,2,y,  9,18,4,b,   10,18,1,y,  11,18,1,b,  7,20,2,b, 1,32,1,b
s_0083,   3,18,2,b,   4,8,1,y,    5,2,1,b,    6,12,4,b,   8,23,2,y,   8,30,2,y,   9,14,3,b,   10,4,1,y,   10,9,4,b,   14,17,1,y,  14,22,2,y,  15,4,2,b, 1,32,1,b
s_0084,   1,3,1,y,    1,13,4,b,   4,31,2,b,   5,6,1,b,    5,22,2,y,   7,12,1,y,   8,20,1,y,   8,29,2,b,   10,4,4,b,   11,24,2,y,  16,4,3,b,   16,15,2,y,    1,32,1,b
s_0085,   3,3,2,y,    4,4,3,b,    2,13,1,y,   3,13,1,y,   3,21,4,b,   6,23,2,b,   8,24,2,y,   9,9,1,b,    10,15,1,y,  14,8,2,b,   15,8,4,b,   14,28,2,y,    1,32,1,b
s_0086,   1,17,2,y,   5,6,1,b,    5,11,2,y,   7,3,1,y,    7,24,3,b,   8,13,2,y,   8,20,1,y,   10,12,2,b,   11,19,4,b,  11,29,4,b,  14,2,1,y,   15,9,2,b,    1,32,1,b
s_0087,   14,2,2,b,   13,4,2,y,   12,6,1,b,   11,7,1,y,   10,8,3,b,   9,11,2,b,   8,13,2,y,   7,15,4,b,   6,19,1,y,   5,20,4,b,   4,24,1,y,   3,25,2,y, 1,32,1,b
s_0088,   13,5,1,y,   12,7,4,b,   11,12,2,y,  10,15,2,b,  9,18,2,y,   8,21,4,b,   9,27,1,b,   7,26,1,y,   5,23,2,b,   4,19,3,b,   5,16,2,y,   6,14,1,y, 1,32,1,b
s_0089,   1,1,2,y,    3,1,1,b,    5,1,2,y,    8,1,3,b,    10,1,1,y,   12,1,1,y,   16,1,1,y,   3,29,4,b,   6,31,2,b,   9,31,2,y,   13,31,2,b,  16,29,4,b,    1,32,1,b
s_0090,   3,11,3,b,   4,16,2,y,   5,7,1,b,    5,22,2,b,   8,4,2,y,    9,8,4,b,    9,23,1,y,   9,25,4,b,   13,5,1,y,   13,18,2,y,  14,14,1,y,  16,25,2,b,    1,32,1,b
s_0091,   3,3,1,b,  3,13,2,y,   3,15,4,b,   3,20,2,b,   2,28,1,y,   5,27,4,b,   7,19,2,y,   9,10,1,y,   11,2,2,b,   15,8,3,y,   15,27,3,b,  1,32,1,b
s_0092,   1,25,2,y,   2,2,1,y,    3,15,1,y,   5,21,2,y,   5,26,4,b,   6,1,2,b,    9,5,2,y,    9,12,1,y,   10,31,1,b,  13,2,3,b,   15,19,4,b,  15,29,2,b,    1,32,1,b
s_0093,   2,25,4,b,   5,24,1,b,   5,26,2,y,   5,29,2,y,   7,25,1,y,   7,27,1,y,   9,25,3,b,   11,25,2,b,  11,29,1,y,  13,23,2,b,  13,26,2,y,  16,26,4,b,    1,32,1,b
s_0094,   2,1,4,b,    4,26,1,y,   5,10,2,y,   7,8,1,b,    7,12,2,y,   9,1,3,b,    11,10,2,b,  11,22,2,y,  12,28,4,b,  13,6,1,y,   15,2,1,y,   15,25,2,b,    1,32,1,b
s_0095,   2,9,3,b,    3,18,2,y,   3,29,4,b,   5,24,2,b,   5,31,2,y,   6,7,1,y,    9,24,2,b,   10,19,4,b,  11,12,1,y,  13,16,2,y,  14,3,1,y,   14,21,1,b,    1,32,1,b
s_0096,   1,2,1,y,    2,13,1,y,   2,25,4,b,   3,19,2,y,   4,4,3,b,    6,32,1,b,   6,17,4,b,   9,21,2,b,   10,5,2,b,   13,19,1,y,  14,5,2,y,   16,13,2,y,    1,32,1,b
s_0097,   1,1,1,y,    2,13,1,y,   2,25,4,b,   3,24,3,b,   5,32,1,b,   7,1,4,b,    9,7,2,y,    9,21,2,b,   10,5,2,b,   10,22,2,y,  11,16,2,y,  13,19,1,y,    1,32,1,b
s_0098,   1,4,4,b,    1,21,2,b,   1,25,2,y,   2,2,1,y,    5,9,4,b,    5,21,2,y,   8,2,1,y,    8,23,3,b,   10,7,2,b,   11,31,2,y,  13,10,1,b,  14,14,1,y,    1,32,1,b
s_0099,   1,9,2,y,    1,20,3,b,   3,19,1,y,   6,1,2,y,    6,3,2,b,    6,13,1,b,   6,28,1,y,   9,15,2,y,   9,18,4,b,   10,23,1,y,  10,29,4,b,  13,6,2,b, 1,32,1,b
s_0100,   1,2,3,b,    1,13,2,y,   2,28,1,y,   3,19,2,b,   6,26,2,y,   7,27,2,b,   8,3,4,b,    9,20,1,b,   10,31,1,y,  12,12,4,b,  13,4,2,y,   15,25,1,y,    1,32,1,b
